"GTIN","Brand","Category","Name","Weight","Calories/Serving","Serving Size","Sugar (g)","Total Fiber (g)","Sodium","Protein","# of Ingredients","Price"
"85239031162","Target","Yogurt","Blended nonfat greek yogurt","",73,"1 cup",8.67,0,30,8.67,NA,NA
"85239031155","Target","Yogurt","Blended low-fat greek yogurt, strawberry banana","",93,"1 cup",10,0,30,8.67,NA,NA
"85239031193","Target","Yogurt","Blended nonfat greek yogurt","",80,"1 cup",9.33,0,33,8.67,NA,NA
"85239031131","Target","Yogurt","Blended low-fat greek yogurt, mixed berry","",87,"1 cup",8.67,0,33,8.67,NA,NA
"85239031063","Target","Yogurt","Blended low-fat greek yogurt","",100,"1 cup",9.33,0,33,8.67,NA,NA
"85239031148","Target","Yogurt","Pumpkin pie blended low-fat greek yogurt","",87,"1 cup",8,0,30,8.67,NA,NA
"85239031087","Target","Yogurt","Blended low-fat greek yogurt","",87,"1 cup",9.33,0,30,8.67,NA,NA
"85239031056","Target","Yogurt","Black cherry blended low-fat greek yogurt","",93,"1 cup",10,0,30,8.67,NA,NA
"85239030936","Target","Yogurt","Nonfat greek yogurt","",57,"1 cup",3.08,0,35,10.13,NA,NA
"85239030998","Target","Yogurt",NA,"",106,"1 cup",9.69,0,31,7.93,NA,NA
"85239030943","Target","Yogurt","Vanilla nonfat greek yogurt","",79,"1 cup",9.69,0,33,8.81,NA,NA
"85239030974","Target","Yogurt",NA,"",88,"1 cup",3.08,0,35,9.25,NA,NA
"11110290038","Kroger","Breads & Buns",NA,"",289,"38 GRM",0,7.9,500,10.53,NA,NA
"21130409242","Safeway","Milk",NA,"",46,"1 cup",5,NA,58,3.75,NA,NA
"21130409266","Safeway","Milk",NA,"",38,"1 cup",5.42,NA,58,3.75,NA,NA
"11110504517","Kroger","Yogurt",NA,"",67,"1 CONTAINER",4,4,57,10,NA,NA
"85239027677","Target","Nut & Seed Butters",NA,"",594,"2 Tbsp",6.25,6.2,312,21.88,NA,NA
"85239027653","Target","Nut & Seed Butters",NA,"",594,"2 Tbsp",6.25,6.2,406,21.88,NA,NA
"85239014677","Target","Nut & Seed Butters",NA,"",541,"2 Tbsp",59.46,2.7,54,5.41,NA,NA
"85239014684","Target","Nut & Seed Butters",NA,"",481,"1 CONTAINER",34.62,1.9,385,9.62,NA,NA
"11110290021","Kroger","Breads & Buns",NA,"",275,"40 GRM",0,2.5,500,7.5,NA,NA
"85239029336","Target","Nut & Seed Butters",NA,"",594,"2 Tbsp",3.12,3.1,0,12.5,NA,NA
"21130182503","Safeway","Breads & Buns",NA,"",271,"1 BAGEL",4.71,2.4,471,9.41,NA,NA
"21130182497","Safeway","Breads & Buns",NA,"",271,"1 BAGEL",4.71,2.4,459,9.41,NA,NA
"21130182534","Safeway","Breads & Buns",NA,"",247,"1 BAGEL",5.88,5.9,447,11.76,NA,NA
"21130182527","Safeway","Breads & Buns",NA,"",282,"1 BAGEL",8.24,2.4,447,9.41,NA,NA
"21130182480","Safeway","Breads & Buns",NA,"",282,"1 BAGEL",4.71,2.4,741,9.41,NA,NA
"21130182510","Safeway","Breads & Buns",NA,"",271,"1 BAGEL",9.41,2.4,435,9.41,NA,NA
"11110027931","Kroger","Breads & Buns",NA,"",289,"1 SLICE",5.26,2.6,500,7.89,NA,NA
"21130702220","Safeway","Pre-Packaged Fruit & Vegetables",NA,"",29,"1 1/2 cup",2.35,2.4,24,2.35,NA,NA
"21130119363","Safeway","Breads & Buns",NA,"",321,"1 SLICE",14.29,3.6,429,7.14,NA,NA
"21130134151","Safeway","Breads & Buns",NA,"",268,"1 BUN",7.04,1.4,507,8.45,NA,NA
"21130409471","Safeway","Milk",NA,"",96,"1 cup",10.42,0,79,3.75,NA,NA
"11110504821","Kroger","Milk",NA,"",58,"8 OZA",5.83,0,52,4.17,NA,NA
"85239027608","Target","Nut & Seed Butters",NA,"",594,"2 Tbsp",6.25,9.4,0,21.88,NA,NA
"21130120246","Safeway","Breads & Buns",NA,"",269,"1 BAGEL",2.88,1.9,375,8.65,NA,NA
"11110504869","Kroger","Milk",NA,"",54,"8 OZA",6.67,0,56,4.17,NA,NA
"21130600496","Safeway","Pre-Packaged Fruit & Vegetables",NA,"",35,"1 1/2 cup",3.53,3.5,35,2.35,NA,NA
"85239008225","Target","Cereal","Cinnamon oat bits breakfast cereal","",375,"3/4 cup",25,6.2,500,9.38,NA,NA
"11110825063","Kroger","Snack, Energy & Granola Bars",NA,"",422,"1 BAR",46.67,8.9,144,8.89,NA,NA
"21130981328","Safeway","Pre-Packaged Fruit & Vegetables",NA,"",120,"1 1/2 cup",3,2,270,3,NA,NA
"21130981410","Safeway","Pre-Packaged Fruit & Vegetables",NA,"",57,"14 SLICES",10.71,3.6,0,0,NA,NA
"21130984282","Safeway","Pre-Packaged Fruit & Vegetables",NA,"",68,"0.25 TRAY",2.56,2.6,120,1.71,NA,NA
"21130119967","Safeway","Breads & Buns",NA,"",279,"1 BAGEL",4.81,2.9,433,9.62,NA,NA
"21130282944","Safeway","Cereal",NA,"",390,"1 1/2 cup",4.88,7.3,561,9.76,NA,NA
"21130419067","Safeway","Pre-Packaged Fruit & Vegetables",NA,"",100,"1 1/2 cup",6,1,240,2,NA,NA
"85239027615","Target","Nut & Seed Butters",NA,"",594,"2 Tbsp",6.25,9.4,0,21.88,NA,NA
"85239027578","Target","Nut & Seed Butters",NA,"",594,"2 Tbsp",15.62,9.4,203,18.75,NA,NA
"11110844347","Kroger","Snack, Energy & Granola Bars",NA,"",457,"1 BAR",31.43,5.7,357,8.57,NA,NA
"21130071623","Safeway","Milk",NA,"",150,"1/2 cup",17.5,0,62,4.17,NA,NA
"85239027585","Target","Nut & Seed Butters",NA,"",594,"2 Tbsp",9.38,9.4,203,18.75,NA,NA
"85239001622","Target","Nut & Seed Butters",NA,"",594,"2 Tbsp",9.38,6.2,391,21.88,NA,NA
"11110820129","Kroger","Cereal",NA,"",386,"1 cup",26.32,8.8,228,8.77,NA,NA
"85239001653","Target","Nut & Seed Butters",NA,"",594,"2 Tbsp",9.38,6.2,391,21.88,NA,NA
"21130337644","Safeway","Cereal","Cocoa flavored corn & oat cereal with marshmallows","",375,"1 1/4 cup",22.5,10,350,10,NA,NA
"11110857408","Kroger","Cereal",NA,"",375,"1 1/2 cup",5,10,375,15,NA,NA
"21130282920","Safeway","Cereal","Toasted oats","",378,"1 cup",32.43,5.4,514,8.11,NA,NA
"21130419074","Safeway","Pre-Packaged Fruit & Vegetables",NA,"",120,"2 cup",5,2,250,3,NA,NA
"21130981380","Safeway","Pre-Packaged Fruit & Vegetables",NA,"",NA,"2 1/4 cup",NA,NA,NA,NA,NA,NA
"21130119936","Safeway","Breads & Buns",NA,"",237,"1 ROLL",2.63,2.6,474,7.89,NA,NA
"21130281152","Safeway","Cereal","Signature select oats and more with almonds","",386,"1 cup",18.18,6.8,386,9.09,NA,NA
"21130280360","Safeway","Cereal",NA,"",325,"1 cup",17.5,15,725,10,NA,NA
"21130419081","Safeway","Pre-Packaged Fruit & Vegetables",NA,"",100,"1 1/2 cup",6,2,200,2,NA,NA
"21130981359","Safeway","Pre-Packaged Fruit & Vegetables",NA,"",18,"1.5 cup",2.35,1.2,24,1.18,NA,NA
"21130981342","Safeway","Pre-Packaged Fruit & Vegetables",NA,"",24,"3 cup",0,2.4,76,2.35,NA,NA
"85239027530","Target","Nut & Seed Butters",NA,"",594,"2 Tbsp",6.25,9.4,225,NA,NA,NA
"21130981373","Safeway","Pre-Packaged Fruit & Vegetables",NA,"",120,"2 CUPS",2,1,390,6,NA,NA
"21130152889","Safeway","Cereal",NA,"",400,"1 cup",23.64,5.5,364,7.27,NA,NA
"21130120239","Safeway","Breads & Buns",NA,"",279,"1 BAGEL",9.62,1.9,433,8.65,NA,NA
"21130981397","Safeway","Pre-Packaged Fruit & Vegetables",NA,"",140,"2 1/4 cup",2,2,250,6,NA,NA
"21130419036","Safeway","Pre-Packaged Fruit & Vegetables",NA,"",200,"2 cup",12,3,250,3,NA,NA
"21130119974","Safeway","Breads & Buns",NA,"",269,"1 BAGEL",6.73,1.9,394,9.62,NA,NA
"21130419050","Safeway","Pre-Packaged Fruit & Vegetables",NA,"",80,"1 1/2 cup",3,1,300,3,NA,NA
"21130120222","Safeway","Breads & Buns",NA,"",269,"1 BAGEL",2.88,1.9,413,9.62,NA,NA
"85239027561","Target","Nut & Seed Butters",NA,"",594,"2 Tbsp",9.38,9.4,203,18.75,NA,NA
"21130281251","Safeway","Cereal","Signature select oats and more with honey","",372,"1 cup",18.6,4.7,395,6.98,NA,NA
"85239031018","Target","Yogurt","Blended nonfat greek yogurt, strawberry","",73,"1 cup",8.67,0,30,8.67,NA,NA
"21130419098","Safeway","Pre-Packaged Fruit & Vegetables",NA,"",140,"2 cup",2,2,170,3,NA,NA
"85239027547","Target","Nut & Seed Butters",NA,"",594,"2 Tbsp",6.25,9.4,0,21.88,NA,NA
"21130119929","Safeway","Breads & Buns",NA,"",237,"1 ROLL",2.63,2.6,447,10.53,NA,NA
"21130984763","Safeway","Cereal","Apple crisp granola","",455,"1/3 cup",40,5.5,100,9.09,NA,NA
"21130981311","Safeway","Pre-Packaged Fruit & Vegetables",NA,"",100,"1 1/2 cup",6,1,230,2,NA,NA
"21130120253","Safeway","Breads & Buns",NA,"",279,"1 BAGEL",2.88,1.9,356,9.62,NA,NA
"21130337651","Safeway","Cereal",NA,"",375,"1 1/3 cup",30,5,475,5,NA,NA
"21130120482","Safeway","Breads & Buns",NA,"",279,"1 BUN",2.33,2.3,419,9.3,NA,NA
"21130282906","Safeway","Cereal",NA,"",400,"1 cup",30,5,575,5,NA,NA
"11110416902","Kroger","Milk",NA,"",NA,"8 OZA",NA,NA,NA,NA,NA,NA
"11110504838","Kroger","Milk",NA,"",67,"8 OZA",5,0,44,3.33,NA,NA
"21130600502","Safeway","Pre-Packaged Fruit & Vegetables",NA,"",35,"1 1/2 cup",2.35,3.5,35,2.35,NA,NA
"21130181520","Safeway","Breads & Buns",NA,"",286,"1 SLICE",17.86,3.6,375,7.14,NA,NA
"21130183562","Safeway","Breads & Buns",NA,"",255,"2 SLICES",4.26,2.1,468,8.51,NA,NA
"21130078608","Safeway","Yogurt","Strawberry lowfat yogurt","",82,"6 ONZ",11.18,0,47,3.53,NA,NA
"21130419043","Safeway","Pre-Packaged Fruit & Vegetables",NA,"",140,"2 cup",6,2,300,2,NA,NA
"21130287734","Safeway","Cereal","Sweetened corn cereal","",425,"1 cup",32.5,5,550,7.5,NA,NA
"21130981335","Safeway","Pre-Packaged Fruit & Vegetables",NA,"",180,"2 cup",10,2,230,3,NA,NA
"21130409488","Safeway","Milk",NA,"",92,"1 cup",10.42,0,83,3.75,NA,NA
"21130152865","Safeway","Cereal",NA,"",386,"1 cup",26.32,8.8,228,8.77,NA,NA
"21130299553","Safeway","Pre-Packaged Fruit & Vegetables",NA,"",80,"0.167 OF TRAY (VEGETABLES AND DIP)",3.54,1.8,150,0.88,NA,NA
"21130285877","Safeway","Cereal","Toasted Oats Cereal","",390,"1 1/2 cup",4.88,7.3,561,9.76,NA,NA
"21130113415","Safeway","Breads & Buns",NA,"",310,"0.333 NAAN",4.76,2.4,690,9.52,NA,NA
"21130113422","Safeway","Breads & Buns",NA,"",286,"0.333 NAAN",4.76,4.8,643,9.52,NA,NA
"11110898357","Kroger","Cereal",NA,"",390,"1 cup",36.59,2.4,390,4.88,NA,NA
"99482471354","Whole Foods","Milk",NA,"",42,"1 cup",5,0,50,3.33,NA,NA
"85239029862","Target","Cereal",NA,"",389,"1 cup",33.33,5.6,347,5.56,NA,NA
"85239029817","Target","Cereal","Oat bites sweetened multigrain cereal","",381,"1 cup",19.05,7.1,548,9.52,NA,NA
"85239029718","Target","Yogurt","Organic yogurt","",100,"1 POUCH",10,0,75,5,NA,NA
"85239029725","Target","Yogurt","Tropical blend yogurt pouch","",100,"1 POUCH",11,0,75,5,NA,NA
"85239008287","Target","Cereal","Honey & Nut Toasted Oats","",390,"1-1/4 cup",29.27,4.9,683,7.32,NA,NA
"85239008263","Target","Cereal",NA,"",385,"1 cup",17.95,5.1,346,7.69,NA,NA
"85239008294","Target","Cereal","Crispy sweetened whole wheat and rice cereal with cinnamon","",429,"1 cup",33.33,4.8,476,4.76,NA,NA
"11110878700","Kroger","Cereal",NA,"",350,"1 1/4 cup",10,2.5,525,5,NA,NA
"99482471378","Whole Foods","Milk",NA,"",62,"1 cup",5,0,50,3.33,NA,NA
"99482474683","Whole Foods","Breads & Buns",NA,"",271,"1 BAGEL",5.88,2.4,400,9.41,NA,NA
"99482474034","Whole Foods","Breads & Buns",NA,"",NA,"1 roll",NA,NA,NA,NA,NA,NA
"99482471361","Whole Foods","Milk",NA,"",50,"1 cup",5,0,52,3.33,NA,NA
"85239028070","Target","Milk",NA,"",54,"1 cup",6.25,0,71,4.17,NA,NA
"99482473655","Whole Foods","Milk",NA,"",NA,"1 cup",NA,NA,NA,NA,NA,NA
"99482471675","Whole Foods","Milk",NA,"",42,"1 cup",5,0,52,3.33,NA,NA
"11110028686","Kroger","Yogurt","Strained greek nonfat yogurt","",82,"2/3 cup",9.41,NA,41,8.82,NA,NA
"99482471347","Whole Foods","Milk",NA,"",33,"1 cup",5,0,52,3.33,NA,NA
"11110839794","Kroger","Snack, Energy & Granola Bars",NA,"",475,"1 BAR",15,5,300,25,NA,NA
"99482474669","Whole Foods","Breads & Buns",NA,"",NA,"1 roll",NA,NA,NA,NA,NA,NA
"99482473990","Whole Foods","Breads & Buns",NA,"",228,"1 BUN",5.26,5.3,439,10.53,NA,NA
"11110028587","Kroger","Yogurt",NA,"",120,"1 CONTAINER",19.33,0,30,7.33,NA,NA
"85239030561","Target","Cereal","Dark chocolate cherry granola","",441,"2/3 cup",30.51,5.1,110,6.78,NA,NA
"99482471637","Whole Foods","Milk",NA,"",38,"1 cup",5.42,0,58,4.17,NA,NA
"99482471644","Whole Foods","Milk",NA,"",50,"1 cup",6.25,0,67,4.17,NA,NA
"85239028087","Target","Milk",NA,"",NA,"1 cup",NA,NA,NA,NA,NA,NA
"21130119813","Safeway","Breads & Buns",NA,"",175,"1 MUFFIN",1.75,3.5,386,10.53,NA,NA
"21130119806","Safeway","Breads & Buns",NA,"",158,"1 MUFFIN",1.75,8.8,281,7.02,NA,NA
"21130380930","Safeway","Breads & Buns",NA,"",429,"2 Tbsp",0,0,1143,14.29,NA,NA
"99482474492","Whole Foods","Breads & Buns",NA,"",NA,"1 slice",NA,NA,NA,NA,NA,NA
"99482474546","Whole Foods","Breads & Buns",NA,"",NA,"1 slice",NA,NA,NA,NA,NA,NA
"11110028570","Kroger","Yogurt",NA,"",107,"150 GRM",14,0,30,7.33,NA,NA
"11110028594","Kroger","Yogurt",NA,"",100,"1 CONTAINER",11.33,0,30,7.33,NA,NA
"99482474027","Whole Foods","Breads & Buns",NA,"",NA,"1 bun",NA,NA,NA,NA,NA,NA
"99482474539","Whole Foods","Breads & Buns",NA,"",NA,"1 slice",NA,NA,NA,NA,NA,NA
"99482474652","Whole Foods","Breads & Buns",NA,"",NA,"1 muffin",NA,NA,NA,NA,NA,NA
"11110028556","Kroger","Yogurt","Strawberry greek nonfat yogurt","",87,"1 CONTAINER",10.67,0,40,8.67,NA,NA
"99482474478","Whole Foods","Breads & Buns",NA,"",NA,"1 slice",NA,NA,NA,NA,NA,NA
"99482474577","Whole Foods","Breads & Buns",NA,"",NA,"1 bun",NA,NA,NA,NA,NA,NA
"99482473921","Whole Foods","Breads & Buns",NA,"",219,"1 SLICE",6.25,6.2,422,12.5,NA,NA
"99482473945","Whole Foods","Breads & Buns",NA,"",NA,"1 slice",NA,NA,NA,NA,NA,NA
"85239030608","Target","Cereal","Sweet and salty almond granola","",439,"3/4 cup",19.3,7,456,8.77,NA,NA
"99482474041","Whole Foods","Breads & Buns",NA,"",NA,"1 roll",NA,NA,NA,NA,NA,NA
"99482475178","Whole Foods","Breads & Buns",NA,"",281,"1 SLICE",15.62,3.1,375,9.38,NA,NA
"85239030578","Target","Cereal","Mocha almond granola","",448,"2/3 cup",27.59,6.9,181,8.62,NA,NA
"85239029350","Target","Canned & Bottled Beans",NA,"",108,"1/2 cup",0.77,4.6,362,6.15,NA,NA
"99482473648","Whole Foods","Milk",NA,"",38,"1 cup",5,0,54,3.33,NA,NA
"99482474010","Whole Foods","Breads & Buns",NA,"",NA,"1 bun",NA,NA,NA,NA,NA,NA
"99482471668","Whole Foods","Milk",NA,"",67,"1 cup",5,0,52,3.33,NA,NA
"85239029367","Target","Canned & Bottled Beans",NA,"",77,"1/2 cup",0.77,3.1,377,4.62,NA,NA
"99482473983","Whole Foods","Breads & Buns",NA,"",226,"1 BUN",5.66,5.7,434,11.32,NA,NA
"11110009302","Kroger","Breads & Buns",NA,"",241,"1 SLICE",6.9,3.4,448,6.9,NA,NA
"99482474072","Whole Foods","Breads & Buns",NA,"",NA,"1 pita",NA,NA,NA,NA,NA,NA
"99482474423","Whole Foods","Breads & Buns",NA,"",197,"1 MUFFIN",1.64,6.6,377,8.2,NA,NA
"11110818423","Kroger","Breads & Buns",NA,"",283,"1 BUN",6.67,1.7,450,10,NA,NA
"11110182524","Kroger","Pre-Packaged Fruit & Vegetables",NA,"",73,"1 1/2 cup",10,1.8,336,1.82,NA,NA
"11110181633","Kroger","Pre-Packaged Fruit & Vegetables",NA,"",73,"1 1/2 cup",4.55,2.7,191,2.73,NA,NA
"11110181626","Kroger","Pre-Packaged Fruit & Vegetables",NA,"",64,"1 1/2 cup",9.09,1.8,373,2.73,NA,NA
"99482474454","Whole Foods","Breads & Buns",NA,"",NA,"1 bagel",NA,NA,NA,NA,NA,NA
"11110024411","Kroger","Pre-Packaged Fruit & Vegetables",NA,"",53,"1 cup",2.35,3.5,24,3.53,NA,NA
"11110795496","Kroger","Pre-Packaged Fruit & Vegetables",NA,"",35,"1 cup",1.18,2.4,29,3.53,NA,NA
"99482474409","Whole Foods","Breads & Buns",NA,"",264,"1 BUN",3.77,1.9,472,7.55,NA,NA
"99482474386","Whole Foods","Breads & Buns",NA,"",NA,"1 bun",NA,NA,NA,NA,NA,NA
"99482474508","Whole Foods","Breads & Buns",NA,"",242,"1 SLICE",9.09,6.1,333,9.09,NA,NA
"99482474461","Whole Foods","Breads & Buns",NA,"",282,"1 BAGEL",5.88,2.4,376,10.59,NA,NA
"99482474447","Whole Foods","Breads & Buns",NA,"",NA,"1 roll",NA,NA,NA,NA,NA,NA
"99482474379","Whole Foods","Breads & Buns",NA,"",NA,"1 slice",NA,NA,NA,NA,NA,NA
"11110916129","Kroger","Pre-Packaged Fruit & Vegetables",NA,"",35,"1 cup",3.53,2.4,6,2.35,NA,NA
"99482474485","Whole Foods","Breads & Buns",NA,"",NA,"1 slice",NA,NA,NA,NA,NA,NA
"99482474430","Whole Foods","Breads & Buns",NA,"",256,"1 ROLL",6.98,2.3,442,9.3,NA,NA
"21130120093","Safeway","Breads & Buns",NA,"",286,"1 SLICE",0,3.6,643,10.71,NA,NA
"21130306985","Safeway","Snack, Energy & Granola Bars",NA,"",357,"2 COOKIES",39.29,3.6,411,0,NA,NA
"21130120116","Safeway","Breads & Buns",NA,"",286,"1 SLICE",0,3.6,607,10.71,NA,NA
"21130119776","Safeway","Breads & Buns",NA,"",256,"1 SLICE",6.98,2.3,419,9.3,NA,NA
"21130120123","Safeway","Breads & Buns",NA,"",179,"1 SLICE",0,7.1,607,14.29,NA,NA
"21130079643","Safeway","Yogurt","Plain Whole Milk Yogurt","",88,"6 ONZ",5.88,0,74,4.12,NA,NA
"21130119691","Safeway","Breads & Buns",NA,"",250,"1 SLICE",10.71,0,500,10.71,NA,NA
"11110182449","Kroger","Pre-Packaged Fruit & Vegetables",NA,"",53,"1 cup",2.35,3.5,24,3.53,NA,NA
"85239030516","Target","Cereal",NA,"",435,"1 cup",27.42,4.8,387,8.06,NA,NA
"11110028600","Kroger","Yogurt",NA,"",93,"1 CONTAINER",11.33,0,30,7.33,NA,NA
"11110182401","Kroger","Pre-Packaged Fruit & Vegetables",NA,"",91,"1 1/2 cup",5.45,1.8,291,1.82,NA,NA
"85239031636","Target","Breads & Buns",NA,"",279,"1.5 ONZ",6.98,2.3,512,9.3,NA,NA
"85239030530","Target","Cereal","Cherry berry granola","",NA,"3/4 cup",NA,NA,NA,NA,NA,NA
"11110028662","Kroger","Yogurt","Strained greek yogurt","",94,"2/3 cup",9.41,NA,32,8.24,NA,NA
"21130119790","Safeway","Breads & Buns",NA,"",211,"1 MUFFIN",1.75,0,193,7.02,NA,NA
"21130702268","Safeway","Pre-Packaged Fruit & Vegetables",NA,"",29,"3/4 cup",3.53,2.4,6,2.35,NA,NA
"21130702855","Safeway","Pre-Packaged Fruit & Vegetables",NA,"",35,"1 cup",3.53,2.4,6,2.35,NA,NA
"21130702244","Safeway","Pre-Packaged Fruit & Vegetables",NA,"",NA,"3/4 cup",NA,NA,NA,NA,NA,NA
"21130119660","Safeway","Breads & Buns",NA,"",195,"2 SLICES",4.88,0,366,9.76,NA,NA
"21130119684","Safeway","Breads & Buns",NA,"",222,"1 SLICE",3.7,7.4,352,11.11,NA,NA
"11110028617","Kroger","Yogurt","Strained greek yogurt","",100,"1 CONTAINER",12,0,30,7.33,NA,NA
"85239030592","Target","Cereal",NA,"",441,"3/4 cup",23.73,6.8,203,8.47,NA,NA
"85239029381","Target","Canned & Bottled Beans",NA,"",100,"1/2 cup",0.77,4.6,354,6.15,NA,NA
"85239029343","Target","Canned & Bottled Beans",NA,"",77,"1/2 cup",0.77,3.8,400,4.62,NA,NA
"85239029374","Target","Canned & Bottled Beans",NA,"",69,"1/2 cup",0.77,3.1,377,4.62,NA,NA
"11110795502","Kroger","Pre-Packaged Fruit & Vegetables",NA,"",29,"1 cup",2.35,2.4,29,2.35,NA,NA
"11110795489","Kroger","Pre-Packaged Fruit & Vegetables",NA,"",35,"1 cup",2.35,2.4,47,2.35,NA,NA
"99482467692","Whole Foods","Milk",NA,"",62,"1 cup",4.58,0,50,3.33,NA,NA
"99482467685","Whole Foods","Milk",NA,"",NA,"1 cup",NA,NA,NA,NA,NA,NA
"11110894953","Kroger","Nut & Seed Butters",NA,"",594,"2 Tbsp",6.25,6.2,312,21.88,NA,NA
"21130119653","Safeway","Breads & Buns",NA,"",260,"2 SLICES",2,2,480,8,NA,NA
"21130113408","Safeway","Breads & Buns",NA,"",286,"0.333 NAAN",4.76,2.4,762,9.52,NA,NA
"21130071654","Safeway","Milk",NA,"",100,"1/2 cup",17.5,0,71,4.17,NA,NA
"21130120062","Safeway","Breads & Buns",NA,"",263,"1 BAGEL",3.16,2.1,526,9.47,NA,NA
"85239029800","Target","Nut & Seed Butters",NA,"",594,"2 Tbsp",9.38,6.2,312,21.88,NA,NA
"85239029794","Target","Nut & Seed Butters",NA,"",594,"2 Tbsp",9.38,6.2,406,21.88,NA,NA
"11110025852","Kroger","Cereal",NA,"",378,"1 PACKET",35.14,5.4,378,8.11,NA,NA
"11110182463","Kroger","Pre-Packaged Fruit & Vegetables",NA,"",64,"1 1/2 cup",8.18,1.8,336,2.73,NA,NA
"21130285983","Safeway","Pre-Packaged Fruit & Vegetables",NA,"",24,"3/4 cup",2.35,2.4,29,2.35,NA,NA
"21130702251","Safeway","Pre-Packaged Fruit & Vegetables",NA,"",NA,"3/4 cup",NA,NA,NA,NA,NA,NA
"21130702237","Safeway","Pre-Packaged Fruit & Vegetables",NA,"",35,"1 cup",3.53,2.4,47,2.35,NA,NA
"21130285990","Safeway","Pre-Packaged Fruit & Vegetables",NA,"",29,"1 1/4  cup",2.35,2.4,29,2.35,NA,NA
"21130120451","Safeway","Breads & Buns",NA,"",269,"1 SLICE",3.85,3.8,423,7.69,NA,NA
"85239031650","Target","Breads & Buns",NA,"",269,"1 SLICE",7.69,3.8,442,7.69,NA,NA
"99482474393","Whole Foods","Breads & Buns",NA,"",NA,"1 bun",NA,NA,NA,NA,NA,NA
"11110504876","Kroger","Milk",NA,"",38,"8 OZA",5.42,0,44,3.75,NA,NA
"11110822741","Kroger","Snack, Energy & Granola Bars",NA,"",525,"1 BAR",15,7.5,338,15,NA,NA
"11110824721","Kroger","Snack, Energy & Granola Bars",NA,"",422,"1 BAR",46.67,6.7,133,6.67,NA,NA
"21130120406","Safeway","Breads & Buns",NA,"",269,"1 SLICE",3.85,0,462,7.69,NA,NA
"21130119844","Safeway","Breads & Buns",NA,"",NA,"1 BUN",NA,NA,NA,NA,NA,NA
"99482473938","Whole Foods","Breads & Buns",NA,"",219,"1 SLICE",6.25,6.2,344,12.5,NA,NA
"11110181619","Kroger","Pre-Packaged Fruit & Vegetables",NA,"",64,"1 1/2 cup",10,1.8,445,2.73,NA,NA
"85239032817","Target","Milk",NA,"",150,"1/2 cup",16.67,0,142,4.17,NA,NA
"85239023402","Target","Snack, Energy & Granola Bars",NA,"",475,"1 BAR",32.5,5,38,7.5,NA,NA
"85239023280","Target","Snack, Energy & Granola Bars",NA,"",500,"1 BAR",20,5,75,20,NA,NA
"85239023419","Target","Snack, Energy & Granola Bars",NA,"",500,"1 BAR",17.5,7.5,38,10,NA,NA
"21130152070","Safeway","Cereal",NA,"",390,"1 1/4 cup",36.59,0,463,4.88,NA,NA
"21130119868","Safeway","Breads & Buns",NA,"",209,"1 BUN",6.98,4.7,488,9.3,NA,NA
"99482471330","Whole Foods","Milk",NA,"",62,"1 cup",4.58,0,50,3.33,NA,NA
"85239023266","Target","Snack, Energy & Granola Bars",NA,"",525,"1 BAR",15,7.5,338,15,NA,NA
"99482471309","Whole Foods","Milk",NA,"",33,"1 cup",4.58,0,52,0,NA,NA
"99482471316","Whole Foods","Milk",NA,"",42,"1 cup",4.58,0,50,3.33,NA,NA
"85239032824","Target","Milk",NA,"",79,"1 cup",10,0,46,3.33,NA,NA
"11110862792","Kroger","Snack, Energy & Granola Bars",NA,"",525,"1 BAR",17.5,7.5,12,10,NA,NA
"21130984732","Safeway","Cereal","Pumpkin spice granola","",436,"1/3 cup",40,5.5,100,7.27,NA,NA
"21130120383","Safeway","Breads & Buns",NA,"",255,"2 SLICES",4.26,2.1,426,8.51,NA,NA
"21130111473","Safeway","Breads & Buns",NA,"",250,"1 ROLL",14.29,0,304,7.14,NA,NA
"85239033197","Target","Breads & Buns",NA,"",NA,"53 GRM",NA,NA,NA,NA,NA,NA
"21130119820","Safeway","Breads & Buns",NA,"",158,"1 MUFFIN",1.75,7,246,7.02,NA,NA
"85239001370","Target","Snack, Energy & Granola Bars",NA,"",378,"1 BAR",40.54,2.7,216,2.7,NA,NA
"11110190826","Kroger","Breads & Buns",NA,"",250,"1 SLICE",2.78,8.3,417,11.11,NA,NA
"85239008591","Target","Yogurt",NA,"",100,"1 POUCH",10,0,80,5,NA,NA
"85239008614","Target","Yogurt","Organic yogurt pouch","",100,"1 POUCH",10,0,80,5,NA,NA
"11110269973","Kroger","Breads & Buns",NA,"",262,"1 SLICE",7.14,2.4,381,9.52,NA,NA
"85239001592","Target","Snack, Energy & Granola Bars",NA,"",378,"1 BAR",40.54,2.7,216,2.7,NA,NA
"85239701331","Target","Breads & Buns",NA,"",279,"1 BUN",6.98,2.3,465,9.3,NA,NA
"11110849861","Kroger","Milk",NA,"",333,"2 Tbsp",56.41,NA,115,7.69,NA,NA
"11110829924","Kroger","Snack, Energy & Granola Bars",NA,"",400,"1 BAR",44.44,4.4,144,6.67,NA,NA
"11110829795","Kroger","Snack, Energy & Granola Bars",NA,"",422,"1 BAR",46.67,8.9,144,8.89,NA,NA
"21130185290","Safeway","Breads & Buns",NA,"",260,"1 BUN",8,2,480,8,NA,NA
"21130771943","Safeway","Breads & Buns",NA,"",375,"2 ONZ",14.29,3.6,571,10.71,NA,NA
